tanggal,stasiun_id,ndvi
2015-04-07,DKI5,0.4333
2015-04-23,DKI5,0.4869
2015-05-09,DKI5,0.3459
2015-05-25,DKI5,0.4427
2015-06-10,DKI5,0.3936
2015-06-26,DKI5,0.3685
2015-07-12,DKI5,0.3349
2015-07-28,DKI5,0.3314
2015-08-13,DKI5,0.3302
2015-08-29,DKI5,0.35
2015-09-14,DKI5,0.3414
2015-09-30,DKI5,0.3471
2015-10-16,DKI5,0.3086
2015-11-01,DKI5,0.0348
2015-11-17,DKI5,0.3413
2015-12-03,DKI5,0.0587
2015-12-19,DKI5,0.3989
2016-01-01,DKI5,0.3989
2016-01-17,DKI5,0.5403
2016-02-02,DKI5,0.3267
2016-02-18,DKI5,0.0341
2016-03-05,DKI5,0.2891
2016-03-21,DKI5,0.3438
2016-04-06,DKI5,0.3395
2016-04-22,DKI5,0.3811
2016-05-08,DKI5,0.3529
2016-05-24,DKI5,0.4371
2016-06-09,DKI5,0.3696
2016-06-25,DKI5,0.5019
2016-07-11,DKI5,0.4642
2016-07-27,DKI5,0.4174
2016-08-12,DKI5,0.5208
2016-08-28,DKI5,0.2605
2016-09-13,DKI5,0.2608
2016-09-29,DKI5,0.371
2016-10-15,DKI5,0.1907
2016-10-31,DKI5,0.5526
2016-11-16,DKI5,0.1772
2016-12-02,DKI5,0.4357
2016-12-18,DKI5,0.2587
2017-01-01,DKI5,0.232
2017-01-17,DKI5,0.2994
2017-02-02,DKI5,0.3308
2017-02-18,DKI5,0.1372
2017-03-06,DKI5,0.4035
2017-03-22,DKI5,0.3035
2017-04-07,DKI5,0.4615
2017-04-23,DKI5,0.4384
2017-05-09,DKI5,0.4243
2017-05-25,DKI5,0.4213
2017-06-10,DKI5,0.5499
2017-06-26,DKI5,0.37
2017-07-12,DKI5,0.386
2017-07-28,DKI5,0.4115
2017-08-13,DKI5,0.3264
2017-08-29,DKI5,0.3277
2017-09-14,DKI5,0.3639
2017-09-30,DKI5,0.4202
2017-10-16,DKI5,0.2796
2017-11-01,DKI5,0.3969
2017-11-17,DKI5,0.3766
2017-12-03,DKI5,0.4945
2017-12-19,DKI5,0.3741
2018-01-01,DKI5,0.5629
2018-01-17,DKI5,0.1456
2018-02-02,DKI5,0.139
2018-02-18,DKI5,0.5197
2018-03-06,DKI5,0.4236
2018-03-22,DKI5,0.3476
2018-04-07,DKI5,0.4096
2018-04-23,DKI5,0.3697
2018-05-09,DKI5,0.382
2018-05-25,DKI5,0.4137
2018-06-10,DKI5,0.453
2018-06-26,DKI5,0.4362
2018-07-12,DKI5,0.3622
2018-07-28,DKI5,0.328
2018-08-13,DKI5,0.3423
2018-08-29,DKI5,0.4118
2018-09-14,DKI5,0.3399
2018-09-30,DKI5,0.384
2018-10-16,DKI5,0.3359
2018-11-01,DKI5,0.4084
2018-11-17,DKI5,0.2477
2018-12-03,DKI5,0.3687
2018-12-19,DKI5,0.4198
2019-01-01,DKI5,0.4287
2019-01-17,DKI5,0.048
2019-02-02,DKI5,0.3248
2019-02-18,DKI5,0.4091
2019-03-06,DKI5,0.1567
2019-03-22,DKI5,0.4883
2019-04-07,DKI5,0.4046
2019-04-23,DKI5,0.4012
2019-05-09,DKI5,0.352
2019-05-25,DKI5,0.1682
2019-06-10,DKI5,0.4394
2019-06-26,DKI5,0.4661
2019-07-12,DKI5,0.4271
2019-07-28,DKI5,0.3734
2019-08-13,DKI5,0.366
2019-08-29,DKI5,0.3704
2019-09-14,DKI5,0.3569
2019-09-30,DKI5,0.3178
2019-10-16,DKI5,0.3424
2019-11-01,DKI5,0.2731
2019-11-17,DKI5,0.2081
2019-12-03,DKI5,0.304
2019-12-19,DKI5,0.0706
2020-01-01,DKI5,0.0706
2020-01-17,DKI5,0.3709
2020-02-02,DKI5,0.3308
2020-02-18,DKI5,0.062
2020-03-05,DKI5,0.3633
2020-03-21,DKI5,0.3977
2020-04-06,DKI5,0.3045
2020-04-22,DKI5,0.3066
2020-05-08,DKI5,0.3813
2020-05-24,DKI5,0.4411
2020-06-09,DKI5,0.4291
2020-06-25,DKI5,0.4061
2020-07-11,DKI5,0.4609
2020-07-27,DKI5,0.4705
2020-08-12,DKI5,0.3839
2020-08-28,DKI5,0.3771
2020-09-13,DKI5,0.3773
2020-09-29,DKI5,0.5288
2020-10-15,DKI5,0.3618
2020-10-31,DKI5,0.3975
2020-11-16,DKI5,0.3432
2020-12-02,DKI5,0.2561
2020-12-18,DKI5,0.4162
2021-01-01,DKI5,0.3509
2021-01-17,DKI5,0.0699
2021-02-02,DKI5,0.3054
2021-02-18,DKI5,0.3451
2021-03-06,DKI5,0.4356
2021-03-22,DKI5,0.3907
2021-04-07,DKI5,0.2126
2021-04-23,DKI5,0.2542
2021-05-09,DKI5,0.1645
2021-05-25,DKI5,0.3992
2021-06-10,DKI5,0.3205
2021-06-26,DKI5,0.5155
2021-07-12,DKI5,0.405
2021-07-28,DKI5,0.4302
2021-08-13,DKI5,0.3896
2021-08-29,DKI5,0.3656
2021-09-14,DKI5,0.3767
2021-09-30,DKI5,0.295
2021-10-16,DKI5,0.3229
2021-11-01,DKI5,0.269
2021-11-17,DKI5,0.3538
2021-12-03,DKI5,0.2893
2021-12-19,DKI5,0.3398
2022-01-01,DKI5,0.3894
2022-01-17,DKI5,0.4491
2022-02-02,DKI5,0.2771
2022-02-18,DKI5,0.3814
2022-03-06,DKI5,0.3276
2022-03-22,DKI5,0.368
2022-04-07,DKI5,0.5123
2022-04-23,DKI5,0.425
2022-05-09,DKI5,0.4536
2022-05-25,DKI5,0.3896
2022-06-10,DKI5,0.4867
2022-06-26,DKI5,0.3511
2022-07-12,DKI5,0.3766
2022-07-28,DKI5,0.3681
2022-08-13,DKI5,0.3597
2022-08-29,DKI5,0.214
2022-09-14,DKI5,0.4181
2022-09-30,DKI5,0.0449
2022-10-16,DKI5,0.4202
2022-11-01,DKI5,0.2848
2022-11-17,DKI5,0.4337
2022-12-03,DKI5,0.4068
2022-12-19,DKI5,0.1894
2023-01-01,DKI5,0.4358
2023-01-17,DKI5,0.0403
2023-02-02,DKI5,0.1127
2023-02-18,DKI5,0.0804
2023-03-06,DKI5,0.2998
2023-03-22,DKI5,0.3726
2023-04-07,DKI5,0.3719
2023-04-23,DKI5,0.3972
2023-05-09,DKI5,0.49
2023-05-25,DKI5,0.3878
2023-06-10,DKI5,0.4062
2023-06-26,DKI5,0.3588
2023-07-12,DKI5,0.4811
2023-07-28,DKI5,0.3518
2023-08-13,DKI5,0.3366
2023-08-29,DKI5,0.3439
2023-09-14,DKI5,0.3286
2023-09-30,DKI5,0.2435
2023-10-16,DKI5,0.3106
2023-11-01,DKI5,0.3463
2023-11-17,DKI5,0.197
2023-12-03,DKI5,0.3245
2023-12-19,DKI5,0.3675
2024-01-01,DKI5,0.3279
2024-01-17,DKI5,0.1058
2024-02-02,DKI5,0.4105
2024-02-18,DKI5,0.4004
2024-03-05,DKI5,0.4079
2024-03-21,DKI5,0.2041
2024-04-06,DKI5,0.4689
2024-04-22,DKI5,0.3829
2024-05-08,DKI5,0.2922
2024-05-24,DKI5,0.1625
2024-06-09,DKI5,0.4537
2024-06-25,DKI5,0.3668
2024-07-11,DKI5,0.497
2024-07-27,DKI5,0.4161
2024-08-12,DKI5,0.3382
2024-08-28,DKI5,0.3842
2024-09-13,DKI5,0.3508
2024-09-29,DKI5,0.3755
2024-10-15,DKI5,0.332
2024-10-31,DKI5,0.4016
2024-11-16,DKI5,0.3146
2024-12-02,DKI5,0.25
2024-12-18,DKI5,0.3829
2025-01-01,DKI5,0.3363
2025-01-17,DKI5,0.1835
2025-02-02,DKI5,0.3347
2025-02-18,DKI5,0.1966
2025-03-06,DKI5,0.3168
2025-03-22,DKI5,0.2467
2025-04-07,DKI5,0.3344
2025-04-23,DKI5,0.3817
2025-05-09,DKI5,0.4483
2025-05-25,DKI5,0.3935
2025-06-10,DKI5,0.4091
2025-06-26,DKI5,0.3797
2025-07-12,DKI5,0.3454
2025-07-28,DKI5,0.4175
2025-08-13,DKI5,0.3562
2025-08-29,DKI5,0.4526
2009-12-19,DKI1,0.1849
2010-01-01,DKI1,0.2023
2010-01-17,DKI1,0.2234
2010-02-02,DKI1,0.1866
2010-02-18,DKI1,0.1744
2010-03-06,DKI1,0.1287
2010-03-22,DKI1,0.2235
2010-04-07,DKI1,0.2226
2010-04-23,DKI1,0.168
2010-05-09,DKI1,0.2063
2010-05-25,DKI1,0.1154
2010-06-10,DKI1,0.2265
2010-06-26,DKI1,0.2498
2010-07-12,DKI1,0.2117
2010-07-28,DKI1,0.2754
2010-08-13,DKI1,0.2487
2010-08-29,DKI1,0.2265
2010-09-14,DKI1,0.2577
2010-09-30,DKI1,0.3053
2010-10-16,DKI1,0.1998
2010-11-01,DKI1,0.221
2010-11-17,DKI1,0.117
2010-12-03,DKI1,0.2249
2010-12-19,DKI1,0.0707
2011-01-01,DKI1,0.1825
2011-01-17,DKI1,0.1278
2011-02-02,DKI1,0.0538
2011-02-18,DKI1,0.238
2011-03-06,DKI1,0.3389
2011-03-22,DKI1,0.1642
2011-04-07,DKI1,0.2201
2011-04-23,DKI1,0.3093
2011-05-09,DKI1,0.1667
2011-05-25,DKI1,0.0408
2011-06-10,DKI1,0.2394
2011-06-26,DKI1,0.1164
2011-07-12,DKI1,0.1747
2011-07-28,DKI1,0.252
2011-08-13,DKI1,0.2006
2011-08-29,DKI1,0.2129
2011-09-14,DKI1,0.306
2011-09-30,DKI1,0.2529
2011-10-16,DKI1,0.2435
2011-11-01,DKI1,0.1968
2011-11-17,DKI1,0.129
2011-12-03,DKI1,0.1835
2011-12-19,DKI1,0.2607
2012-01-01,DKI1,0.1612
2012-01-17,DKI1,0.2848
2012-02-02,DKI1,0.2443
2012-02-18,DKI1,0.2468
2012-03-05,DKI1,0.1026
2012-03-21,DKI1,0.2479
2012-04-06,DKI1,0.1677
2012-04-22,DKI1,0.1138
2012-05-08,DKI1,0.3213
2012-05-24,DKI1,0.2226
2012-06-09,DKI1,0.235
2012-06-25,DKI1,0.2222
2012-07-11,DKI1,0.2665
2012-07-27,DKI1,0.2298
2012-08-12,DKI1,0.2478
2012-08-28,DKI1,0.1855
2012-09-13,DKI1,0.2617
2012-09-29,DKI1,0.2141
2012-10-15,DKI1,0.2738
2012-10-31,DKI1,0.3734
2012-11-16,DKI1,0.2189
2012-12-02,DKI1,0.2993
2012-12-18,DKI1,0.286
2013-01-01,DKI1,0.1272
2013-01-17,DKI1,0.0576
2013-02-02,DKI1,0.1018
2013-02-18,DKI1,0.1159
2013-03-06,DKI1,0.2704
2013-03-22,DKI1,0.1947
2013-04-07,DKI1,0.2807
2013-04-23,DKI1,0.2336
2013-05-09,DKI1,0.1796
2013-05-25,DKI1,0.2648
2013-06-10,DKI1,0.1781
2013-06-26,DKI1,0.281
2013-07-12,DKI1,0.2289
2013-07-28,DKI1,0.1108
2013-08-13,DKI1,0.2538
2013-08-29,DKI1,0.1082
2013-09-14,DKI1,0.2279
2013-09-30,DKI1,0.2145
2013-10-16,DKI1,0.2421
2013-11-01,DKI1,0.0519
2013-11-17,DKI1,0.155
2013-12-03,DKI1,0.1628
2013-12-19,DKI1,0.1516
2014-01-01,DKI1,0.2066
2014-01-17,DKI1,0.0138
2014-02-02,DKI1,0.1181
2014-02-18,DKI1,0.2554
2014-03-06,DKI1,0.1429
2014-03-22,DKI1,0.1496
2014-04-07,DKI1,0.2026
2014-04-23,DKI1,0.0282
2014-05-09,DKI1,0.2373
2014-05-25,DKI1,0.2539
2014-06-10,DKI1,0.2501
2014-06-26,DKI1,0.2642
2014-07-12,DKI1,0.1051
2014-07-28,DKI1,0.2132
2014-08-13,DKI1,0.512
2014-08-29,DKI1,0.2265
2014-09-14,DKI1,0.2377
2014-09-30,DKI1,0.3288
2014-10-16,DKI1,0.182
2014-11-01,DKI1,0.2319
2014-11-17,DKI1,0.1844
2014-12-03,DKI1,0.2025
2014-12-19,DKI1,0.2233
2015-01-01,DKI1,0.1455
2015-01-17,DKI1,0.1608
2015-02-02,DKI1,0.1118
2015-02-18,DKI1,0.3317
2015-03-06,DKI1,0.2874
2015-03-22,DKI1,0.0512
2015-04-07,DKI1,0.1126
2015-04-23,DKI1,0.2333
2015-05-09,DKI1,0.2415
2015-05-25,DKI1,0.242
2015-06-10,DKI1,0.2549
2015-06-26,DKI1,0.2146
2015-07-12,DKI1,0.2497
2015-07-28,DKI1,0.2384
2015-08-13,DKI1,0.2753
2015-08-29,DKI1,0.2401
2015-09-14,DKI1,0.2451
2015-09-30,DKI1,0.3244
2015-10-16,DKI1,0.2355
2015-11-01,DKI1,0.0765
2015-11-17,DKI1,0.1172
2015-12-03,DKI1,0.3675
2015-12-19,DKI1,0.1818
2016-01-01,DKI1,0.1818
2016-01-17,DKI1,0.1403
2016-02-02,DKI1,0.2059
2016-02-18,DKI1,0.0621
2016-03-05,DKI1,0.176
2016-03-21,DKI1,0.0871
2016-04-06,DKI1,0.1585
2016-04-22,DKI1,0.1008
2016-05-08,DKI1,0.1758
2016-05-24,DKI1,0.2224
2016-06-09,DKI1,0.0859
2016-06-25,DKI1,0.389
2016-07-11,DKI1,0.2717
2016-07-27,DKI1,0.2164
2016-08-12,DKI1,0.3246
2016-08-28,DKI1,0.2525
2016-09-13,DKI1,0.2047
2016-09-29,DKI1,0.1942
2016-10-15,DKI1,0.1453
2016-10-31,DKI1,0.2373
2016-11-16,DKI1,0.1288
2016-12-02,DKI1,0.1522
2016-12-18,DKI1,0.2835
2017-01-01,DKI1,0.2835
2017-01-17,DKI1,0.143
2017-02-02,DKI1,0.2755
2017-02-18,DKI1,0.1955
2017-03-06,DKI1,0.2576
2017-03-22,DKI1,0.2696
2017-04-07,DKI1,0.2966
2017-04-23,DKI1,0.2097
2017-05-09,DKI1,0.3021
2017-05-25,DKI1,0.1078
2017-06-10,DKI1,0.2498
2017-06-26,DKI1,0.5594
2017-07-12,DKI1,0.3107
2017-07-28,DKI1,0.2716
2017-08-13,DKI1,0.2171
2017-08-29,DKI1,0.2287
2017-09-14,DKI1,0.2825
2017-09-30,DKI1,0.1883
2017-10-16,DKI1,0.1702
2017-11-01,DKI1,0.2065
2017-11-17,DKI1,0.0947
2017-12-03,DKI1,0.207
2017-12-19,DKI1,0.2579
2018-01-01,DKI1,0.3476
2018-01-17,DKI1,0.1329
2018-02-02,DKI1,0.0969
2018-02-18,DKI1,0.2171
2018-03-06,DKI1,0.2467
2018-03-22,DKI1,0.301
2018-04-07,DKI1,0.2326
2018-04-23,DKI1,0.3087
2018-05-09,DKI1,0.2596
2018-05-25,DKI1,0.1996
2018-06-10,DKI1,0.2876
2018-06-26,DKI1,0.2192
2018-07-12,DKI1,0.2226
2018-07-28,DKI1,0.2598
2018-08-13,DKI1,0.2729
2018-08-29,DKI1,0.2331
2018-09-14,DKI1,0.2732
2018-09-30,DKI1,0.2026
2018-10-16,DKI1,0.1623
2018-11-01,DKI1,0.2615
2018-11-17,DKI1,0.1876
2018-12-03,DKI1,0.1741
2018-12-19,DKI1,0.2084
2019-01-01,DKI1,0.244
2019-01-17,DKI1,0.1423
2019-02-02,DKI1,0.1915
2019-02-18,DKI1,0.2374
2019-03-06,DKI1,0.1427
2019-03-22,DKI1,0.1002
2019-04-07,DKI1,0.2666
2019-04-23,DKI1,0.2396
2019-05-09,DKI1,0.2071
2019-05-25,DKI1,0.2169
2019-06-10,DKI1,0.2648
2019-06-26,DKI1,0.258
2019-07-12,DKI1,0.2048
2019-07-28,DKI1,0.2619
2019-08-13,DKI1,0.2491
2019-08-29,DKI1,0.2261
2019-09-14,DKI1,0.2351
2019-09-30,DKI1,0.2385
2019-10-16,DKI1,0.2403
2019-11-01,DKI1,0.1213
2019-11-17,DKI1,0.163
2019-12-03,DKI1,0.0407
2019-12-19,DKI1,0.1706
2020-01-01,DKI1,0.1875
2020-01-17,DKI1,0.0895
2020-02-02,DKI1,0.1937
2020-02-18,DKI1,0.0612
2020-03-05,DKI1,0.1108
2020-03-21,DKI1,0.2722
2020-04-06,DKI1,0.272
2020-04-22,DKI1,0.201
2020-05-08,DKI1,0.2399
2020-05-24,DKI1,0.304
2020-06-09,DKI1,0.235
2020-06-25,DKI1,0.3453
2020-07-11,DKI1,0.2862
2020-07-27,DKI1,0.3127
2020-08-12,DKI1,0.2526
2020-08-28,DKI1,0.3118
2020-09-13,DKI1,0.2744
2020-09-29,DKI1,0.3687
2020-10-15,DKI1,0.1807
2020-10-31,DKI1,0.3313
2020-11-16,DKI1,0.0942
2020-12-02,DKI1,0.0855
2020-12-18,DKI1,0.2682
2021-01-01,DKI1,0.2236
2021-01-17,DKI1,0.062
2021-02-02,DKI1,0.04
2021-02-18,DKI1,0.2556
2021-03-06,DKI1,0.161
2021-03-22,DKI1,0.0921
2021-04-07,DKI1,0.4587
2021-04-23,DKI1,0.265
2021-05-09,DKI1,0.2814
2021-05-25,DKI1,0.3338
2021-06-10,DKI1,0.1907
2021-06-26,DKI1,0.3485
2021-07-12,DKI1,0.2643
2021-07-28,DKI1,0.2953
2021-08-13,DKI1,0.3858
2021-08-29,DKI1,0.3001
2021-09-14,DKI1,0.2505
2021-09-30,DKI1,0.3195
2021-10-16,DKI1,0.0778
2021-11-01,DKI1,0.2338
2021-11-17,DKI1,0.2155
2021-12-03,DKI1,0.2107
2021-12-19,DKI1,0.1549
2022-01-01,DKI1,0.209
2022-01-17,DKI1,0.2488
2022-02-02,DKI1,0.2129
2022-02-18,DKI1,0.2595
2022-03-06,DKI1,0.2971
2022-03-22,DKI1,0.2368
2022-04-07,DKI1,0.2759
2022-04-23,DKI1,0.294
2022-05-09,DKI1,0.1726
2022-05-25,DKI1,0.2473
2022-06-10,DKI1,0.3914
2022-06-26,DKI1,0.2758
2022-07-12,DKI1,0.3252
2022-07-28,DKI1,0.3471
2022-08-13,DKI1,0.2327
2022-08-29,DKI1,0.1816
2022-09-14,DKI1,0.2412
2022-09-30,DKI1,0.2313
2022-10-16,DKI1,0.239
2022-11-01,DKI1,0.146
2022-11-17,DKI1,0.256
2022-12-03,DKI1,0.2953
2022-12-19,DKI1,0.0307
2023-01-01,DKI1,0.2777
2023-01-17,DKI1,0.1343
2023-02-02,DKI1,0.2146
2023-02-18,DKI1,0.0459
2023-03-06,DKI1,0.2102
2023-03-22,DKI1,0.1942
2023-04-07,DKI1,0.2801
2023-04-23,DKI1,0.1109
2023-05-09,DKI1,0.3246
2023-05-25,DKI1,0.3405
2023-06-10,DKI1,0.2624
2023-06-26,DKI1,0.2367
2023-07-12,DKI1,0.2253
2023-07-28,DKI1,0.3252
2023-08-13,DKI1,0.2513
2023-08-29,DKI1,0.2489
2023-09-14,DKI1,0.2845
2023-09-30,DKI1,0.2669
2023-10-16,DKI1,0.2671
2023-11-01,DKI1,0.0709
2023-11-17,DKI1,0.339
2023-12-03,DKI1,0.1944
2023-12-19,DKI1,0.1624
2024-01-01,DKI1,0.2823
2024-01-17,DKI1,0.0947
2024-02-02,DKI1,0.0982
2024-02-18,DKI1,0.28
2024-03-05,DKI1,0.2928
2024-03-21,DKI1,0.2003
2024-04-06,DKI1,0.1891
2024-04-22,DKI1,0.3186
2024-05-08,DKI1,0.1622
2024-05-24,DKI1,0.1146
2024-06-09,DKI1,0.1991
2024-06-25,DKI1,0.2548
2024-07-11,DKI1,0.3469
2024-07-27,DKI1,0.2655
2024-08-12,DKI1,0.2965
2024-08-28,DKI1,0.3085
2024-09-13,DKI1,0.2367
2024-09-29,DKI1,0.2258
2024-10-15,DKI1,0.1697
2024-10-31,DKI1,0.1747
2024-11-16,DKI1,0.2429
2024-12-02,DKI1,0.1799
2024-12-18,DKI1,0.0612
2025-01-01,DKI1,0.2403
2025-01-17,DKI1,0.1811
2025-02-02,DKI1,0.2609
2025-02-18,DKI1,0.0981
2025-03-06,DKI1,0.1478
2025-03-22,DKI1,0.2126
2025-04-07,DKI1,0.21
2025-04-23,DKI1,0.2865
2025-05-09,DKI1,0.2034
2025-05-25,DKI1,0.3065
2025-06-10,DKI1,0.1545
2025-06-26,DKI1,0.2827
2025-07-12,DKI1,0.2518
2025-07-28,DKI1,0.102
2025-08-13,DKI1,0.2978
2025-08-29,DKI1,0.494
2009-12-19,DKI3,0.5613
2010-01-01,DKI3,0.5332
2010-01-17,DKI3,0.268
2010-02-02,DKI3,0.6325
2010-02-18,DKI3,0.5785
2010-03-06,DKI3,0.5048
2010-03-22,DKI3,0.5938
2010-04-07,DKI3,0.5576
2010-04-23,DKI3,0.5506
2010-05-09,DKI3,0.5616
2010-05-25,DKI3,0.3992
2010-06-10,DKI3,0.5831
2010-06-26,DKI3,0.5486
2010-07-12,DKI3,0.5826
2010-07-28,DKI3,0.5906
2010-08-13,DKI3,0.5689
2010-08-29,DKI3,0.5487
2010-09-14,DKI3,0.5609
2010-09-30,DKI3,0.5282
2010-10-16,DKI3,0.5612
2010-11-01,DKI3,0.3726
2010-11-17,DKI3,0.5549
2010-12-03,DKI3,0.3845
2010-12-19,DKI3,0.5679
2011-01-01,DKI3,0.2657
2011-01-17,DKI3,0.291
2011-02-02,DKI3,0.4464
2011-02-18,DKI3,0.477
2011-03-06,DKI3,0.5491
2011-03-22,DKI3,0.5266
2011-04-07,DKI3,0.5565
2011-04-23,DKI3,0.5687
2011-05-09,DKI3,0.5824
2011-05-25,DKI3,0.5601
2011-06-10,DKI3,0.541
2011-06-26,DKI3,0.575
2011-07-12,DKI3,0.573
2011-07-28,DKI3,0.5163
2011-08-13,DKI3,0.4808
2011-08-29,DKI3,0.5175
2011-09-14,DKI3,0.4985
2011-09-30,DKI3,0.4565
2011-10-16,DKI3,0.6408
2011-11-01,DKI3,0.4811
2011-11-17,DKI3,0.3865
2011-12-03,DKI3,0.5029
2011-12-19,DKI3,0.5718
2012-01-01,DKI3,0.5307
2012-01-17,DKI3,0.4255
2012-02-02,DKI3,0.5384
2012-02-18,DKI3,0.4238
2012-03-05,DKI3,0.3442
2012-03-21,DKI3,0.5413
2012-04-06,DKI3,0.5096
2012-04-22,DKI3,0.5446
2012-05-08,DKI3,0.5783
2012-05-24,DKI3,0.5604
2012-06-09,DKI3,0.5092
2012-06-25,DKI3,0.5194
2012-07-11,DKI3,0.5507
2012-07-27,DKI3,0.4966
2012-08-12,DKI3,0.4444
2012-08-28,DKI3,0.4683
2012-09-13,DKI3,0.4615
2012-09-29,DKI3,0.4592
2012-10-15,DKI3,0.4527
2012-10-31,DKI3,0.5102
2012-11-16,DKI3,0.4958
2012-12-02,DKI3,0.5062
2012-12-18,DKI3,0.5029
2013-01-01,DKI3,0.519
2013-01-17,DKI3,0.4225
2013-02-02,DKI3,0.5495
2013-02-18,DKI3,0.4462
2013-03-06,DKI3,0.5418
2013-03-22,DKI3,0.5137
2013-04-07,DKI3,0.5707
2013-04-23,DKI3,0.531
2013-05-09,DKI3,0.4904
2013-05-25,DKI3,0.5554
2013-06-10,DKI3,0.5235
2013-06-26,DKI3,0.5219
2013-07-12,DKI3,0.6553
2013-07-28,DKI3,0.5349
2013-08-13,DKI3,0.5399
2013-08-29,DKI3,0.4934
2013-09-14,DKI3,0.5191
2013-09-30,DKI3,0.4864
2013-10-16,DKI3,0.5343
2013-11-01,DKI3,0.4523
2013-11-17,DKI3,0.4753
2013-12-03,DKI3,0.5012
2013-12-19,DKI3,0.5337
2014-01-01,DKI3,0.4705
2014-01-17,DKI3,0.0293
2014-02-02,DKI3,0.5669
2014-02-18,DKI3,0.7022
2014-03-06,DKI3,0.5509
2014-03-22,DKI3,0.5471
2014-04-07,DKI3,0.5154
2014-04-23,DKI3,0.6282
2014-05-09,DKI3,0.5585
