time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa)
2010-01-13,26.4,23.7,12.40,23.0,16.6,271,10.36,24.7,90,99,1010.7,37.4,271,93,84,100,91,30.3,13.8,23.0,10.9,1012.5,1008.9
2010-01-14,27.6,23.5,9.90,21.0,21.5,280,18.95,25.1,86,86,1011.6,49.3,280,94,75,100,30,33.9,15.2,21.2,10.8,1013.1,1009.4
2010-01-15,26.9,23.6,7.00,19.0,15.5,276,9.39,24.8,88,91,1011.6,40.0,276,92,81,100,47,27.4,11.6,16.9,6.8,1013.3,1009.6
2010-01-16,28.2,23.5,10.00,15.0,18.2,277,17.98,25.5,85,91,1010.9,42.1,277,93,76,100,71,27.8,12.5,17.6,7.2,1012.0,1009.0
2010-01-17,28.3,23.6,4.90,20.0,19.0,280,19.97,25.5,85,66,1010.7,50.4,280,92,77,95,29,32.9,13.0,20.2,7.9,1012.2,1008.4
2010-01-18,28.4,24.0,3.50,17.0,17.3,292,20.71,25.9,86,83,1010.2,42.5,292,93,75,100,44,28.5,11.3,12.6,5.4,1011.7,1007.5
2010-01-19,27.0,23.6,20.70,23.0,16.7,294,15.24,25.1,88,93,1010.4,35.3,294,95,80,100,56,22.7,8.6,13.0,1.9,1012.1,1008.8
2010-01-20,28.7,23.0,9.40,15.0,12.3,276,20.20,25.4,89,98,1011.0,31.3,276,98,74,100,82,17.4,5.5,6.1,1.3,1012.5,1008.7
2010-01-21,29.5,23.8,17.60,8.0,11.2,268,19.61,26.0,85,98,1010.7,33.8,268,96,70,100,74,14.9,5.9,6.8,3.0,1012.1,1008.5
2010-01-22,29.1,23.9,13.60,14.0,14.9,265,18.58,25.7,87,98,1010.8,32.8,265,95,72,100,91,17.8,8.3,9.4,4.3,1012.5,1009.6
2010-01-23,29.0,23.8,14.10,18.0,12.7,263,15.45,25.8,86,91,1010.7,25.9,263,97,72,100,67,14.5,6.0,5.0,1.4,1011.9,1008.4
2010-01-24,28.7,23.1,7.20,10.0,16.0,278,21.18,25.9,87,81,1009.8,32.0,278,99,73,100,28,16.9,7.0,7.9,1.3,1011.9,1007.6
2010-01-25,27.0,23.6,9.90,20.0,14.8,296,12.28,25.5,88,99,1010.3,27.4,296,96,82,100,95,16.3,7.7,7.9,3.1,1012.2,1008.5
2010-01-26,28.3,23.5,8.90,14.0,13.2,286,20.45,25.8,86,93,1010.2,29.2,286,96,75,100,46,17.1,6.2,8.6,2.5,1012.1,1007.8
2010-01-27,29.3,23.2,7.70,14.0,13.4,289,20.88,25.8,87,91,1010.2,29.2,289,96,72,100,64,17.0,6.5,9.0,1.8,1011.5,1007.7
2010-01-28,28.8,23.8,12.90,13.0,14.0,290,19.25,25.9,86,95,1010.0,27.7,290,94,72,100,88,16.2,7.2,9.7,0.8,1011.8,1007.2
2010-01-29,28.7,23.5,12.50,12.0,15.3,289,20.04,26.0,86,95,1009.8,31.7,289,94,74,100,73,19.8,9.3,10.4,5.1,1011.8,1006.9
2010-01-30,27.7,23.5,13.20,19.0,14.5,294,12.38,25.2,90,100,1010.2,33.1,294,96,80,100,96,18.8,7.8,7.2,1.3,1012.0,1008.0
2010-01-31,28.0,23.7,10.50,22.0,12.7,296,12.30,25.7,87,100,1010.7,24.1,296,97,75,100,98,16.0,6.8,10.1,3.6,1011.8,1008.4
2010-02-01,28.8,24.3,7.50,15.0,9.5,272,12.15,26.3,85,99,1009.9,25.2,272,94,72,100,97,14.2,6.2,9.0,1.4,1011.6,1007.3
2010-02-02,30.5,23.7,6.70,6.0,10.9,251,22.94,26.9,84,85,1008.9,26.6,251,95,69,100,30,15.2,6.7,7.6,3.9,1010.8,1006.4
2010-02-03,30.0,24.0,11.60,10.0,11.3,294,21.31,26.5,86,98,1008.9,24.5,294,96,72,100,96,13.7,5.1,6.5,0.8,1010.7,1006.4
2010-02-04,29.6,23.7,16.20,14.0,10.4,255,21.65,26.1,87,81,1009.0,25.6,255,98,72,99,21,12.8,5.1,6.8,1.5,1010.8,1006.3
2010-02-05,28.5,24.2,22.10,15.0,11.3,293,16.33,25.7,89,98,1009.8,25.6,293,96,78,100,95,12.9,4.7,5.4,0.8,1011.8,1007.6
2010-02-06,28.1,24.0,4.50,10.0,9.0,266,13.56,26.1,85,100,1011.1,23.8,266,95,75,100,96,13.0,5.7,6.1,0.8,1012.6,1009.6
2010-02-07,29.4,23.6,8.80,15.0,9.1,84,21.91,26.4,86,76,1010.5,23.0,84,97,73,99,39,12.4,5.1,5.4,0.4,1012.5,1008.2
2010-02-08,28.7,24.1,11.50,16.0,9.7,44,18.69,26.2,87,89,1009.9,25.2,44,95,78,100,51,12.9,4.6,6.1,0.8,1011.7,1007.1
2010-02-09,29.9,24.5,11.60,18.0,12.6,80,20.83,26.6,86,90,1009.5,27.7,80,96,72,99,41,14.6,5.7,9.4,2.6,1011.2,1007.4
2010-02-10,30.7,24.4,2.10,7.0,12.0,87,23.53,27.3,83,72,1009.4,27.0,87,96,69,98,17,14.1,5.9,6.1,2.2,1011.1,1006.7
2010-02-11,30.5,24.2,3.40,8.0,10.9,51,23.23,27.1,84,92,1010.0,24.1,51,97,70,100,69,13.1,4.9,6.5,0.8,1011.5,1008.2
2010-02-12,29.2,24.8,16.80,11.0,13.9,351,21.88,26.9,86,92,1009.9,30.6,351,96,77,99,74,14.0,4.9,7.6,0.4,1011.7,1007.8
2010-02-13,27.8,24.4,24.90,21.0,10.8,315,14.41,26.0,89,99,1009.1,30.2,315,97,81,100,92,13.8,4.3,5.0,0.4,1010.8,1006.9
2010-02-14,27.6,23.9,16.00,18.0,8.6,285,12.09,25.8,89,100,1009.3,24.5,285,97,80,100,99,15.1,4.8,5.0,1.8,1011.6,1007.5
2010-02-15,30.1,23.5,6.40,8.0,10.9,272,21.55,26.5,84,84,1009.1,26.3,272,96,69,100,19,12.8,4.8,6.8,1.1,1011.0,1007.1
2010-02-16,29.0,23.9,16.60,19.0,11.3,301,18.71,26.2,89,85,1009.8,25.9,301,97,76,100,53,12.0,4.5,3.2,1.5,1011.3,1007.9
2010-02-17,28.7,24.4,12.10,20.0,12.1,292,16.77,26.2,88,90,1009.5,24.8,292,96,80,100,66,13.2,5.8,5.8,1.1,1010.9,1007.4
2010-02-18,28.0,24.1,29.70,23.0,13.9,284,12.87,25.5,91,99,1010.1,27.7,284,96,81,100,96,15.3,5.2,4.3,0.7,1011.8,1008.3
2010-02-19,27.5,24.1,21.30,24.0,11.7,272,9.63,25.4,89,98,1010.9,31.3,272,95,78,100,87,19.1,7.1,6.8,1.5,1012.4,1009.3
2010-02-20,28.2,24.3,19.90,21.0,13.5,272,12.92,26.0,88,87,1010.5,28.4,272,96,79,100,64,16.2,7.7,10.1,3.4,1012.8,1008.6
2010-02-21,29.7,24.2,6.50,13.0,13.5,296,22.02,26.6,85,76,1010.4,28.4,296,94,72,100,33,17.9,8.5,11.2,5.1,1012.1,1007.7
2010-02-22,29.9,24.5,2.90,5.0,12.6,271,18.66,26.8,84,93,1010.7,30.2,271,93,73,100,62,19.6,8.2,6.8,3.3,1012.8,1007.9
2010-02-23,29.5,24.9,9.10,21.0,8.9,270,15.67,26.9,86,90,1009.3,23.0,270,94,73,100,56,13.3,4.5,5.4,1.9,1011.5,1007.0
2010-02-24,29.9,24.0,13.30,17.0,12.7,297,21.35,26.4,87,88,1008.5,28.4,297,97,76,100,47,13.8,4.8,5.8,1.3,1009.9,1006.7
2010-02-25,28.0,23.8,10.30,16.0,14.5,300,15.64,26.1,88,99,1009.7,26.6,300,97,81,100,92,12.9,5.5,5.8,1.8,1011.7,1008.1
2010-02-26,30.3,24.0,0.90,5.0,9.2,299,24.62,27.2,84,78,1009.2,21.6,299,96,68,100,4,12.7,5.5,7.9,0.7,1011.3,1006.6
2010-02-27,31.1,24.9,3.80,6.0,11.2,279,23.74,27.4,83,82,1008.5,25.2,279,94,67,100,13,12.5,5.1,5.4,2.1,1010.5,1006.0
2010-02-28,31.1,24.8,11.20,12.0,7.9,252,22.08,27.3,84,94,1009.1,21.2,252,94,71,100,81,13.6,4.2,7.2,1.1,1011.4,1006.5
2010-03-01,31.3,24.8,13.60,8.0,8.7,209,24.13,27.1,85,95,1009.7,23.8,209,95,71,100,59,15.2,5.4,8.6,1.8,1011.9,1007.2
2010-03-02,30.6,24.4,16.20,16.0,10.9,292,22.32,26.8,87,84,1009.3,27.0,292,96,71,100,23,13.3,4.7,7.2,2.3,1011.0,1007.0
2010-03-03,29.8,24.5,5.90,13.0,10.0,48,18.46,26.9,86,98,1009.0,23.4,48,96,72,100,94,12.1,3.7,4.3,1.1,1010.6,1007.0
2010-03-04,30.6,24.6,8.30,11.0,9.7,237,21.23,27.0,86,76,1008.4,22.7,237,96,71,100,32,12.3,4.4,5.4,0.4,1009.8,1005.9
2010-03-05,28.7,24.5,10.30,11.0,9.0,79,13.92,26.4,87,100,1009.1,23.0,79,96,75,100,99,11.3,4.4,6.5,0.7,1010.8,1007.9
2010-03-06,29.8,24.5,6.00,13.0,11.3,314,20.40,27.0,86,84,1010.2,24.5,314,96,75,100,40,12.9,4.2,6.1,0.0,1012.7,1008.3
2010-03-07,30.2,24.2,11.50,16.0,10.3,303,20.96,26.8,86,87,1010.2,27.0,303,96,74,100,34,13.8,4.8,5.8,1.4,1012.0,1007.6
2010-03-08,30.3,24.5,16.00,19.0,7.6,280,18.70,26.6,87,89,1009.9,20.5,280,96,71,100,52,12.2,4.3,5.4,0.7,1012.1,1007.5
2010-03-09,29.1,24.6,20.80,19.0,10.2,270,18.47,26.4,87,98,1011.0,24.5,270,94,79,100,93,14.6,4.8,8.3,1.3,1013.0,1009.0
2010-03-10,29.0,24.2,9.90,16.0,11.2,261,12.63,25.9,88,100,1012.1,22.7,261,94,74,100,98,13.8,5.9,6.1,2.7,1014.2,1010.2
2010-03-11,28.4,24.1,6.60,13.0,16.6,295,14.63,25.7,87,93,1013.2,31.0,295,95,79,100,68,17.5,7.6,10.1,0.4,1015.2,1011.6
2010-03-12,29.7,23.7,1.80,7.0,10.5,352,22.42,26.7,81,63,1013.0,23.8,352,95,65,94,41,13.7,5.0,7.6,0.0,1015.1,1010.1
2010-03-13,30.7,24.0,1.00,4.0,10.5,106,23.71,27.1,82,54,1011.0,27.0,106,94,68,96,4,12.6,5.4,6.8,2.5,1012.7,1008.5
2010-03-14,29.7,24.4,10.10,11.0,13.6,83,21.94,26.6,86,83,1009.2,31.3,83,95,72,100,40,16.1,5.9,6.1,2.4,1010.9,1006.5
2010-03-15,28.9,24.1,13.50,16.0,12.0,22,20.35,26.2,88,88,1009.1,26.6,22,96,76,100,51,14.4,4.2,6.8,0.8,1010.7,1006.7
2010-03-16,27.4,24.2,25.20,23.0,11.5,272,10.80,25.5,91,99,1009.3,25.9,272,96,83,100,93,12.4,4.8,6.5,2.2,1011.0,1007.5
2010-03-17,28.0,23.6,15.80,22.0,14.6,281,11.07,25.4,91,99,1010.6,27.0,281,97,81,100,96,15.8,7.2,8.3,1.5,1012.8,1008.6
2010-03-18,28.9,23.9,4.10,10.0,9.7,273,12.26,26.0,86,97,1010.8,20.9,273,95,72,100,72,12.6,5.5,5.8,2.1,1012.4,1008.6
2010-03-19,30.0,23.8,24.60,13.0,11.2,275,20.93,26.3,88,77,1008.8,25.2,275,96,71,99,46,13.7,4.6,6.1,1.6,1010.9,1005.8
2010-03-20,29.1,24.4,16.10,24.0,7.1,237,14.73,26.2,89,97,1008.0,19.8,237,96,73,100,88,11.3,4.3,6.5,2.3,1009.4,1006.1
2010-03-21,29.4,24.1,7.60,10.0,10.4,262,19.23,26.2,87,94,1008.1,22.7,262,96,74,100,74,13.6,5.7,7.6,2.8,1009.7,1005.7
2010-03-22,30.3,24.6,6.00,3.0,16.6,255,21.24,27.0,83,76,1006.7,33.1,255,93,72,100,6,16.2,8.3,6.8,4.4,1008.3,1004.5
2010-03-23,29.7,24.3,6.30,10.0,8.0,216,18.25,26.8,85,92,1006.3,20.2,216,93,72,100,64,10.5,4.2,4.0,0.7,1008.0,1003.7
2010-03-24,30.6,24.2,16.10,11.0,9.2,208,21.74,26.7,86,92,1006.3,24.1,208,96,70,100,61,13.6,5.3,4.3,1.5,1008.1,1004.1
2010-03-25,29.7,24.5,10.50,12.0,10.0,55,21.37,26.5,86,90,1006.9,22.7,55,94,75,100,56,14.2,5.1,8.3,1.1,1008.9,1004.8
2010-03-26,29.1,24.4,13.90,16.0,9.4,285,15.45,26.4,87,99,1008.3,26.3,285,95,75,100,98,13.5,4.3,4.3,1.1,1010.5,1006.3
2010-03-27,29.9,24.5,8.90,12.0,9.7,263,15.48,26.5,87,99,1009.1,29.5,263,97,72,100,95,16.2,5.7,7.9,2.9,1011.1,1006.0
2010-03-28,28.1,24.7,15.00,14.0,13.9,273,11.91,26.0,90,100,1009.0,28.1,273,95,82,100,100,14.8,6.3,6.1,1.9,1010.9,1006.9
2010-03-29,28.3,24.1,19.50,18.0,12.5,279,12.38,25.9,90,98,1009.4,24.5,279,96,81,100,90,15.6,6.8,9.4,2.8,1011.4,1007.5
2010-03-30,27.3,24.4,8.10,17.0,11.2,239,5.93,25.7,87,99,1010.6,23.0,239,94,79,100,93,15.9,8.4,9.0,3.2,1012.5,1009.1
2010-03-31,28.8,23.3,3.80,14.0,6.2,255,14.39,26.1,87,82,1010.0,18.0,255,96,74,100,46,11.4,3.8,5.0,0.8,1011.8,1007.7
2010-04-01,31.0,23.8,1.90,6.0,11.8,288,22.27,27.0,84,74,1009.2,24.5,288,96,66,100,12,13.9,4.9,6.5,1.6,1011.5,1006.0
2010-04-02,31.0,24.0,13.30,10.0,10.1,224,22.82,26.9,85,87,1008.8,27.7,224,98,69,100,48,14.7,4.7,5.4,1.0,1010.6,1005.0
2010-04-03,30.1,24.7,0.60,1.0,11.9,239,15.60,27.0,81,98,1009.1,29.5,239,90,67,100,93,16.6,8.0,10.1,4.6,1010.8,1006.6
2010-04-04,31.6,24.5,6.80,5.0,8.6,223,22.20,27.6,80,70,1008.6,29.2,223,92,66,100,8,13.7,5.5,7.2,3.3,1010.1,1006.0
2010-04-05,31.1,23.8,2.60,7.0,9.8,159,21.61,27.3,84,66,1008.4,23.8,159,97,68,98,28,13.2,3.8,5.8,0.0,1010.3,1006.4
2010-04-06,30.4,24.2,11.30,11.0,6.6,132,22.44,27.1,85,69,1008.6,21.2,132,95,73,100,12,12.9,3.9,7.6,1.4,1010.6,1006.6
2010-04-07,31.0,24.7,19.40,10.0,6.4,209,19.06,27.0,86,98,1009.5,23.4,209,95,69,100,92,13.3,3.7,5.8,1.0,1011.4,1007.6
2010-04-08,30.2,24.4,6.70,9.0,7.6,260,16.60,26.9,87,97,1009.5,22.7,260,97,73,100,78,12.0,4.2,5.4,0.4,1012.1,1007.1
2010-04-09,30.5,24.5,3.60,8.0,10.4,260,19.04,27.2,85,93,1008.0,22.7,260,96,67,100,71,13.2,6.1,6.8,2.7,1010.4,1005.0
2010-04-10,30.4,23.5,5.10,11.0,10.7,284,21.50,26.7,85,87,1007.4,24.5,284,97,70,100,55,15.5,6.1,7.9,1.0,1009.4,1004.8
2010-04-11,29.9,24.8,4.80,10.0,12.4,262,17.33,27.2,84,98,1007.9,28.8,262,94,72,100,87,16.6,7.3,7.6,3.6,1009.7,1005.8
2010-04-12,30.8,23.9,0.40,2.0,8.0,236,21.27,27.5,83,90,1007.1,17.6,236,99,66,100,36,12.2,4.8,7.2,0.4,1009.0,1004.5
2010-04-13,30.8,24.6,0.90,3.0,11.2,295,22.86,27.7,82,39,1007.8,20.9,295,96,64,93,6,13.3,6.2,9.0,0.8,1009.5,1005.1
2010-04-14,30.0,25.1,14.10,17.0,10.0,279,16.00,27.0,86,89,1008.3,25.9,279,94,72,100,62,15.7,5.4,8.6,1.3,1010.3,1006.6
2010-04-15,30.6,24.2,4.80,7.0,11.0,264,20.66,26.9,86,86,1008.6,25.6,264,95,70,100,45,14.5,6.7,7.6,4.9,1011.0,1006.6
2010-04-16,29.7,24.7,10.60,15.0,17.3,260,15.96,26.4,82,100,1009.4,40.3,260,94,70,100,98,22.8,9.6,9.4,2.6,1011.3,1007.6
2010-04-17,30.7,24.1,0.00,0.0,12.0,271,19.40,27.2,74,93,1009.0,24.1,271,87,61,100,51,14.9,7.6,9.7,3.6,1010.9,1006.5
2010-04-18,30.2,24.3,0.50,2.0,16.8,262,21.71,27.3,79,92,1009.3,36.0,262,92,64,100,77,20.7,11.2,11.5,6.4,1011.5,1007.1
2010-04-19,30.3,24.4,0.20,1.0,16.5,260,20.77,27.3,79,74,1008.0,31.7,260,91,64,99,20,19.8,11.0,11.2,6.4,1010.2,1005.5
2010-04-20,30.8,24.3,0.20,1.0,13.9,259,21.10,27.3,81,77,1007.5,27.7,259,92,65,100,34,15.9,8.3,6.1,5.8,1009.2,1005.1
2010-04-21,30.4,24.5,2.00,7.0,14.2,271,18.82,27.0,84,99,1008.1,30.2,271,95,67,100,97,15.9,8.2,7.9,4.8,1010.0,1006.1
2010-04-22,30.2,24.6,2.10,5.0,16.7,265,17.85,27.3,83,97,1008.4,31.7,265,92,70,100,92,19.4,10.4,9.7,6.0,1010.1,1006.0
2010-04-23,31.0,25.1,0.20,1.0,14.0,259,18.70,27.7,80,90,1008.5,31.3,259,90,65,100,36,18.8,10.6,12.6,8.0,1010.4,1006.0
2010-04-24,31.6,25.5,2.90,7.0,10.0,261,19.43,28.0,81,82,1008.4,24.5,261,93,65,100,36,15.9,6.7,11.2,3.3,1010.3,1005.8
2010-04-25,31.0,24.8,1.10,5.0,11.2,76,21.63,27.6,83,96,1009.1,18.4,76,95,66,100,68,12.7,5.2,8.3,2.1,1011.0,1007.0
2010-04-26,31.2,25.6,0.80,6.0,10.0,355,22.69,27.9,81,66,1010.0,20.9,355,94,66,100,24,11.1,5.0,5.4,2.0,1011.9,1007.8
2010-04-27,30.9,24.5,1.20,5.0,9.0,288,21.17,27.7,81,60,1010.4,20.5,288,96,64,100,15,11.7,4.4,5.4,0.7,1012.4,1008.5
2010-04-28,31.5,24.7,0.00,0.0,9.7,270,21.31,28.1,75,78,1010.4,24.8,270,93,55,100,26,13.5,5.4,7.2,2.5,1011.9,1008.2
2010-04-29,30.4,25.3,5.90,7.0,8.7,118,16.59,27.3,84,85,1010.4,19.8,118,93,70,100,42,11.8,4.3,4.7,1.0,1012.0,1008.2
2010-04-30,31.0,24.6,0.50,3.0,14.3,88,21.99,27.5,82,48,1009.8,25.9,88,95,65,99,11,16.1,7.6,6.5,3.2,1011.8,1007.7
2010-05-01,31.3,25.5,0.80,4.0,18.2,98,21.91,28.1,80,37,1008.8,34.6,98,91,64,85,1,18.6,8.9,9.0,2.6,1010.4,1006.4
2010-05-02,30.9,24.5,2.40,8.0,12.0,79,20.27,27.6,83,95,1008.7,29.5,79,95,66,99,86,15.1,5.6,6.5,2.2,1010.3,1006.7
2010-05-03,31.5,24.4,1.10,5.0,13.8,92,22.18,27.5,82,61,1007.0,27.7,92,95,63,94,11,15.4,6.9,7.6,1.8,1008.7,1004.5
2010-05-04,29.7,24.7,7.30,11.0,18.0,99,15.95,26.7,86,91,1006.8,33.8,99,94,72,100,46,17.8,8.4,5.4,3.6,1008.3,1004.5
2010-05-05,29.5,24.8,6.10,12.0,16.6,100,14.16,26.9,85,98,1007.0,31.7,100,95,71,100,86,16.3,8.4,8.6,3.7,1008.6,1005.3
2010-05-06,31.3,25.3,0.00,0.0,11.4,89,22.71,28.1,77,45,1006.2,28.1,89,89,61,98,4,15.5,7.7,9.4,4.3,1008.0,1004.1
2010-05-07,30.7,24.4,3.80,7.0,12.4,97,21.17,27.6,83,92,1005.7,27.0,97,95,68,98,72,13.1,6.0,5.8,2.6,1007.7,1003.4
2010-05-08,28.2,25.2,12.50,11.0,12.3,108,10.98,26.7,88,98,1005.6,26.3,108,94,83,100,90,15.3,7.0,5.8,1.5,1007.3,1003.8
2010-05-09,30.2,24.2,2.20,2.0,9.1,226,17.73,27.1,85,77,1005.5,21.6,226,98,68,97,47,12.7,4.5,5.0,1.5,1008.0,1002.8
2010-05-10,30.4,24.5,5.60,5.0,9.4,256,18.30,26.9,86,86,1005.8,21.6,256,95,69,99,52,11.0,4.5,5.0,0.7,1007.9,1003.8
2010-05-11,30.4,24.4,22.20,11.0,7.2,144,15.99,26.8,88,84,1005.8,18.0,144,97,72,100,53,10.3,3.6,5.0,1.3,1007.5,1002.9
2010-05-12,30.3,24.4,16.20,8.0,11.3,235,15.70,26.8,88,98,1005.9,28.4,235,97,72,100,87,14.4,6.2,9.0,3.6,1007.7,1004.6
2010-05-13,30.4,24.4,25.90,12.0,8.2,208,15.40,26.7,88,92,1005.7,21.6,208,95,71,100,61,14.0,4.2,9.0,0.7,1007.4,1003.6
2010-05-14,29.9,24.9,15.40,15.0,8.4,275,14.25,26.8,88,88,1005.0,21.2,275,96,74,100,58,11.6,3.9,4.7,0.4,1006.7,1002.9
2010-05-15,29.7,24.5,6.50,6.0,8.7,254,12.67,26.6,88,94,1004.9,24.1,254,96,74,100,78,13.6,4.8,6.1,1.6,1006.6,1002.7
2010-05-16,29.7,24.6,12.20,17.0,11.2,314,12.02,26.5,90,100,1005.7,31.7,314,97,77,100,100,17.7,4.2,6.8,0.4,1008.0,1004.1
2010-05-17,30.5,24.8,2.60,10.0,10.0,102,16.96,26.9,87,69,1007.1,25.2,102,95,71,100,3,13.5,4.7,6.1,1.4,1008.6,1005.0
2010-05-18,30.3,24.3,1.40,7.0,7.6,248,17.65,27.3,84,42,1007.5,26.6,248,96,70,84,1,13.4,3.8,5.8,0.4,1009.1,1005.6
2010-05-19,30.5,24.2,2.10,8.0,10.9,60,19.80,27.1,86,35,1007.9,22.0,60,98,70,93,2,12.7,4.8,6.8,1.5,1009.3,1006.0
2010-05-20,29.9,24.4,7.20,11.0,8.2,103,16.04,26.9,87,73,1009.2,19.1,103,97,72,91,31,10.8,3.7,4.7,0.5,1011.1,1007.3
2010-05-21,30.7,23.8,7.90,9.0,7.2,123,20.35,27.0,85,45,1009.4,19.8,123,97,69,93,3,11.2,3.9,4.7,0.8,1011.0,1007.2
2010-05-22,31.1,24.7,2.70,7.0,9.5,156,20.73,27.3,83,55,1008.5,20.5,156,96,67,98,7,12.5,5.1,8.6,1.0,1010.4,1006.0
2010-05-23,29.5,24.9,6.80,12.0,8.2,129,15.97,26.7,87,89,1008.7,19.4,129,94,75,100,68,12.0,4.2,6.8,0.4,1010.3,1006.1
2010-05-24,29.8,24.4,5.00,6.0,9.4,118,15.99,26.7,86,95,1008.4,23.8,118,94,73,100,63,13.7,5.2,5.4,1.8,1010.0,1006.3
2010-05-25,29.9,24.2,1.10,2.0,11.3,119,17.09,26.9,86,82,1008.6,22.7,119,96,74,100,34,11.3,4.5,6.8,0.7,1009.9,1007.1
2010-05-26,30.5,24.4,4.60,2.0,7.6,190,18.10,27.1,84,85,1008.5,18.7,190,94,68,100,29,11.5,4.2,6.5,0.5,1010.4,1005.8
2010-05-27,27.9,24.5,11.40,14.0,7.5,107,9.56,26.0,91,100,1009.8,24.1,107,96,81,100,97,13.2,4.3,7.2,0.8,1011.5,1008.4
2010-05-28,30.3,24.2,3.00,8.0,11.8,111,16.97,26.7,87,97,1009.9,31.0,111,98,71,100,86,14.6,5.6,5.4,1.8,1011.4,1008.5
2010-05-29,30.1,23.9,5.70,7.0,8.4,114,17.69,26.7,86,95,1009.7,26.3,114,97,71,100,83,13.1,4.6,4.7,1.5,1011.0,1007.7
2010-05-30,29.9,23.7,5.50,5.0,12.8,105,16.81,26.4,87,95,1009.3,32.8,105,97,71,100,82,14.1,5.0,5.0,1.5,1010.7,1007.8
2010-05-31,30.1,23.7,9.50,9.0,11.8,106,17.32,26.3,88,71,1009.0,28.1,106,98,71,100,33,15.7,6.1,7.9,2.6,1011.1,1006.4
2010-06-01,30.0,24.5,5.20,6.0,6.9,150,19.61,26.8,85,57,1009.4,22.7,150,94,71,95,5,12.5,4.5,4.7,1.9,1010.7,1007.5
2010-06-02,30.2,24.1,1.00,5.0,9.8,33,18.81,27.1,85,84,1009.8,19.8,33,97,68,100,52,12.0,4.7,5.0,1.4,1011.4,1007.8
2010-06-03,30.6,25.0,1.40,2.0,8.4,121,15.98,27.3,84,84,1010.1,23.4,121,95,70,100,34,12.6,4.4,5.4,1.1,1011.5,1008.5
2010-06-04,29.1,24.5,8.40,9.0,11.5,78,16.34,26.4,88,77,1009.4,28.1,78,96,74,97,34,13.1,4.9,5.4,1.8,1010.7,1007.5
